1	7.282429131935908
2	7.355272880446426
3	6.551031718829939
4	6.547954009404545
5	6.496218767576812
6	6.449546938868938
7	6.236931514412721
8	6.194060599990373
9	5.812403896701541
10	5.816037172589972
11	5.818564523506186
12	5.829791733456181
13	5.676535344615519
14	5.350932353083346
15	5.31957128932197
16	5.317557515302768
17	5.327950085544767
18	5.313731824355847
19	5.28379157719675
20	5.3453170194536135
21	5.3557999092762305
22	5.32919129274436
23	5.3307272843804965
24	5.338731315706321
25	5.332560995108949
26	5.345373625418787
27	5.35669477806421
28	5.253269054678192
29	5.175109468828842
30	5.186294088060932
31	5.20955437685604
32	5.229473033834635
33	5.1786703384154364
34	5.165813640472093
35	5.128249723137237
36	5.1026001542144535
37	5.135529046451518
38	5.129610581830116
39	5.141138997443172
40	5.151810397783171
41	5.140027630782538
42	5.13448176764991
43	5.13319602247542
44	5.0990951414448915
45	5.1126554627616265
46	5.124603895362377
47	5.138170145051801
48	5.139703804639587
49	5.164802964475686
50	5.127653986589238
51	5.137066255168944
52	5.141496956029808
53	5.117209595785903
54	5.08046098003331
55	5.086532675613411
56	5.088872958397627
57	5.101757831660984
58	5.119873734911943
59	5.12678376814876
60	5.140572338818114
61	5.1350226351587125
62	5.135792286448302
63	5.137412170476777
64	5.183242210472211
65	5.170954248392054
66	5.17368620791435
67	5.166230356863753
68	5.170501628563222
69	5.186612046892572
70	5.225085564428579
71	5.240384586154943
72	5.219941344651527
73	5.239526261759852
74	5.291757595127535
75	5.295923180455808
76	5.30403356943966
77	5.26820083982273
78	5.284643725803223
79	5.276794658694518
80	5.290223948205375
81	5.300189699081761
82	5.334562005989995
83	5.29569633766419
84	5.286270283152839
85	5.20440489249588
86	5.147779498227556
87	5.151762126634867
88	5.126657219037742
89	5.145270041134872
90	5.175882586324315
91	5.157345483716861
92	5.197153813091306
93	5.200037433376814
94	5.156191114523335
95	5.171622583709918
96	5.193891311740792
97	5.201202769132728
98	5.196896839168162
99	5.197747605285549
100	5.227461919339947
101	5.239675668578826
102	5.243440941846587
103	5.191787063274808
104	5.20667395546057
105	5.231116024295071
106	5.2450856210428585
107	5.25096668874572
108	5.267488833722043
109	5.282288341314465
110	5.295126373387909
111	5.307450070380342
112	5.322527039052085
113	5.338611981780476
114	5.339419609557217
115	5.351861958047741
116	5.352974574845331
117	5.352115397487712
118	5.377853098558469
119	5.378175819851351
120	5.379485412117904
121	5.406708007283149
122	5.425126343537885
123	5.436909242997974
124	5.380031383230649
125	5.381977410303797
126	5.386936380356504
127	5.433355649222232
128	5.4602753534820305
129	5.460740347530107
130	5.444762683788049
131	5.4369967712043685
132	5.41675292088265
133	5.418120048837499
134	5.4232357411962635
135	5.425487868701024
136	5.409211526575454
137	5.408754886935898
138	5.387159091513126
139	5.3864456067953395
140	5.405855124435172
141	5.311415522715901
142	5.319605390263424
143	5.290861142514735
144	5.32245016074815
145	5.305960978195075
146	5.346749758414753
147	5.364076812754084
148	5.374161346509462
149	5.386823935282511
150	5.383830156717304
