TADA2A	0.3503784967562724
NPHP3	0.3363758997310482
ZNF639	0.33339228507806795
FAM113A	0.3293857368376539
PCSK1	0.3283028952208819
ESRRA	0.31774305980727957
CDK5R1	0.31440726699702676
C6orf203	0.3135504198187846
PRKRIR	0.3129453442333962
RB1CC1	0.31075284347126236
ZFAND1	0.30338634288521393
C12orf48	0.3025974941007769
MORN2	0.2982270028545569
CCDC122	0.2950108262549347
RRP1	0.2927301991115016
ZBTB25	0.2915521806494784
C1orf27	0.2908514021560698
WNT2B	0.28826672125913777
CCL20	0.2843753653795453
C13orf31	0.2828291630231309
BMP2K	0.2820142401137079
CWH43	0.2797122412884461
C16orf10	0.27599759010747177
ADRA2C	0.2756638857675909
C19orf48	0.27504993730494964
CISD2	0.2742615446329915
THOC1	0.2737258996443723
GREM1	0.27355321989130804
LRRC14	0.27171263556035347
HMGN1	0.2716912114147319
MIMT1	0.2699578213306962
SEH1L	0.2694090012317049
GBX1	0.2693306525528862
LOC147727	0.2689279433859337
TAOK1	0.2677404197206214
YWHAZ	0.267470160962214
RPS27L	0.2671464203088694
DUSP1	0.26579996127176575
HMSD	0.26468775341631745
SFRS3	0.26333431414081304
SNORA26	0.2631933784719317
KIAA0114	0.2631933784719317
SNORA39	0.26236083307775365
FOXD4L3	0.2621766453547067
DDX41	0.26136996891649644
DPP8	0.2610590539973273
C7orf55	0.25998015568663463
DGCR2	0.25975637191479256
C16orf59	0.2590425892923066
THAP5	0.25888773334658216
FZD5	0.2586015737097091
MIR548K	0.2582592007086437
CMPK2	0.25810018907923
ZNF559	0.2571288313327047
PDP1	0.2567753044116366
DDX19A	0.25357792170883786
SCNN1B	0.2527214655055003
KCNS3	0.2524397565933131
FOXD4L6	0.25141098986746835
ASCC3	0.25133320705909873
PCSK7	0.25113942323090194
NEU2	0.25089556901949517
RANBP1	0.2499469055742194
TPR	0.2497391388188763
PSMG2	0.2496247693168295
PCDHA3	0.24719665923787454
PCDHA9	0.24679406526359904
MTERFD2	0.24618113493237756
C3orf14	0.24610923230029275
LOC401463	0.24554224773947592
ACTL7A	0.2452104501477571
STK17A	0.24508319532979286
TRMT2A	0.24494029643261445
TUBB3	0.24457689530150772
PCDHA2	0.24385737736572138
ISPD	0.24349036867563273
SOCS1	0.2430933119084446
SEC61A2	0.24289103036113432
TMEM90A	0.2426414089843471
FAM150A	0.24250946646293606
PCDHA1	0.24219614793934752
VPS16	0.24196481115304597
TOX3	0.24180013332576086
PI4KAP2	0.24131747258707903
FAM71B	0.24126300347342952
CCDC18	0.2411802722168898
CHRAC1	0.2411626044429213
PCDHGC4	0.24035749587431574
EDNRA	0.23991949499757761
NDUFS3	0.23979766838271818
WDR74	0.23908220330730431
DNAJC22	0.23860537165180115
PCDHA8	0.23814844172214633
TMEM66	0.23738341978647975
BCL6B	0.23707544190180865
PCDHA5	0.23677941725250415
SEPT11	0.23630998699969524
PCDHA7	0.23616416192738485
PCDHA6	0.23538445872950614
FAM72B	0.23524475592616398
PCDHA4	0.23452876905693715
TNFAIP3	0.233535746593193
AFG3L2	0.23344991259774583
VSX1	0.23326646002089546
ATG9A	0.23283849140673335
SNN	0.23241262014892333
LDOC1L	0.23221883470063667
LOC440944	0.23219367721710263
FGFRL1	0.23008746628883447
MIR103-1AS	0.22893109007197945
MRPS24	0.228083183875007
C10orf53	0.2276754322929119
WDR91	0.22736598666187707
PHRF1	0.22673770508337732
BMP8A	0.22628586493942485
BSG	0.22516336175579202
IL4I1	0.22486460334360933
EP300	0.22370935188756116
ZNF440	0.22349148248409692
CDH2	0.22226772853875884
CNGA3	0.22191309496645303
LHCGR	0.22133875153248617
DSC3	0.22095214403081165
TIAM1	0.22001236218400042
NDUFA6	0.21996125529809538
ZNF720	0.2198164414659308
LPCAT4	0.21952794047126226
FREM2	0.21913927749414566
ZNF567	0.21839993055977747
ZNF557	0.21522937562057817
C4orf48	0.21477444308627222
PIGQ	0.21444360976774654
TCEA1	0.21431028044992664
SERHL2	0.21419974231397698
RNF24	0.21309792593846785
UBE2V2	0.2106533219612429
SPHKAP	0.20930649617107241
RASEF	0.20912735302114635
GPR176	0.20887473296357023
CLDN3	0.2084285360285609
UBXN2B	0.20815013952070865
ZSCAN1	0.20774383087026035
HAUS8	0.2067423564478253
RAD51	0.2067192833669826
RMND1	0.20623601320530002
CBY3	0.2054495450880528
BOLA3	0.20519654685248676
NKX2-6	0.20512478407514073
CARD10	0.2050554310360449
HNRNPA3	0.20441166844589223
GABRB2	0.20432373712208995
UBTF	0.20373513220826142
KHDRBS2	0.20355442801189672
SH3GL2	0.20129985781913773
PNRC2	0.1991159623908501
OVOL2	0.19864520258078622
HIST2H3D	0.1952526994633683
EPHA5	0.19523122404654925
